Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,Test_AUC,Test_Accuracy,Test_Cross,Test_Precision,Test_Recall,Train_AUC,Train_Accuracy,Train_Cross,Train_Precision,Train_Recall,Estimator,Reduction,Dataset
2022-06-27 14:28:53,6.8s,d332c7823a7240a094999bc36a31ff7e,With PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.9954697968140532,0.9388627618640445,,0.9388627618640445,0.9388627618640445,1,1,,1,1,HistGradientBoostingClassifier,PCA,Kingdom
2022-06-27 14:28:49,1.2s,e54ffe633dc14501a0647a4149ce1005,With PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.9929204429716492,0.9281744335185977,,0.9281744335185977,0.9281744335185977,0.9999995362513232,0.9996793501496366,,0.9996793501496366,0.9996793501496366,ExtraTreesClassifier,PCA,Kingdom
2022-06-27 14:28:29,13.2s,6f915e1db9f146b1b3e1af15b3ce0a60,With PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.9092751096047991,0.7520307823856349,,0.7520307823856349,0.7520307823856349,0.9118745697215255,0.7660324925181702,,0.7660324925181702,0.7660324925181702,AdaBoostClassifier,PCA,Kingdom
2022-06-27 14:26:59,6.8s,2fc1bd6b3621410cb5afa61e78cf0180,With PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.9947387166726381,0.9358700299273194,,0.9358700299273194,0.9358700299273194,1,1,,1,1,XGBClassifier,PCA,Kingdom
2022-06-27 14:26:50,8.2s,ef26f8eee6fa4540907841abd454ca0a,With PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.9937631802511172,0.9260367678495084,,0.9260367678495084,0.9260367678495084,1,1,,1,1,BaggingClassifier,PCA,Kingdom
2022-06-27 14:26:50,81ms,c3c33867f6214828a1a2f5744c5c8ba6,With PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.8965851040892782,0.7075673364685763,,0.7075673364685763,0.7075673364685763,0.9050700013018848,0.7078879863189397,,0.7078879863189397,0.7078879863189397,GaussianNB,PCA,Kingdom
2022-06-27 14:26:49,1.0s,60d80b9da41b463ca5aa052fb776b5d0,With PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.9882625561886034,0.943565626336041,,0.943565626336041,0.943565626336041,1,1,,1,1,RandomForestClassifier,PCA,Kingdom
2022-06-27 14:26:45,3.1s,461e6ce45b2d484cb403b7653fee9e3c,With PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.9941176017285294,0.9234715690466011,,0.9234715690466011,0.9234715690466011,1,1,,1,1,RandomForestClassifier,PCA,Kingdom
2022-06-27 14:14:45,7.0min,be334493d4004e7393e30dc25ddfee9c,Without PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.9998501895934591,0.9965331278890601,0.9915280865569883,0.9965331278890601,0.9965331278890601,0.9999999324105021,0.9999036979969184,0.9928736422307629,0.9999036979969184,0.9999036979969184,GradientBoostingClassifier,,DNA
2022-06-27 14:14:40,4.4s,89e3cc03f2db4751924e7cae7180f2f6,Without PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.9999289223733913,0.9942218798151001,0.994993330369053,0.9942218798151001,0.9942218798151001,0.9999937925181307,0.9992295839753467,0.9946071896716306,0.9992295839753467,0.9992295839753467,HistGradientBoostingClassifier,,DNA
2022-06-27 14:14:36,4.1s,d51f800d29034f60bfab1c9e067fc001,Without PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.9998037055332114,0.9961479198767335,0.9884444938491181,0.9961479198767335,0.9961479198767335,0.999943092511891,0.9987480739599384,0.9911402339412392,0.9987480739599384,0.9987480739599384,ExtraTreesClassifier,,DNA
2022-06-27 14:13:00,1.6min,e27eee34983a4ea3ac3565a558c0bcc3,Without PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.9989824293461296,0.9946070878274268,0.9422039424929597,0.9946070878274268,0.9946070878274268,0.9994897753959996,0.9957627118644068,0.9903697529507042,0.9957627118644068,0.9957627118644068,AdaBoostClassifier,,DNA
2022-06-27 14:12:43,17.0s,d9e58b975b8e4e80bee305f1adbc5ba3,Without PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.9999249140030669,0.9957627118644068,,0.9957627118644068,0.9957627118644068,0.9999989336999718,0.9998073959938367,,0.9998073959938367,0.9998073959938367,Sequential,,DNA
2022-06-27 14:12:18,24.4s,24cbb7eedc72456f88daf17c3e2a12a6,Without PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.9999435665734637,0.9969183359013868,0.9926841559211501,0.9969183359013868,0.9969183359013868,0.9999999324105021,0.9999036979969184,0.9934514449939377,0.9999036979969184,0.9999036979969184,XGBClassifier,,DNA
2022-06-27 14:10:39,1.7min,8035384792fd407ab52619aa3b4482bc,Without PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.9996451092600039,0.9961479198767335,0.9903720171928265,0.9961479198767335,0.9961479198767335,0.9999999324105021,0.9999036979969184,0.990562338410502,0.9999036979969184,0.9999036979969184,BaggingClassifier,,DNA
2022-06-27 14:10:38,126ms,6392ac6e532445d2b18ddd7d93636112,Without PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.9951287845359373,0.9244992295839753,0.9337527790128946,0.9244992295839753,0.9244992295839753,0.9910784077395864,0.9162172573189522,0.9158328718147098,0.9162172573189522,0.9162172573189522,GaussianNB,,DNA
2022-06-27 14:10:37,1.0s,4b686de81a054a9788cf0b0ec41dbc43,Without PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.9999455476788052,0.9965331278890601,0.9907558915073367,0.9965331278890601,0.9965331278890601,0.9999999324105021,0.9999036979969184,0.9932590450692649,0.9999036979969184,0.9999036979969184,KNeighborsClassifier,,DNA
2022-06-27 14:10:29,8.6s,b088769590964eeb8cb67ec550d84af9,Without PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.9998448773199696,0.9961479198767335,0.9903712761227214,0.9961479198767335,0.9961479198767335,0.9999973791415219,0.9996147919876733,0.99008096752857,0.9996147919876733,0.9996147919876733,RandomForestClassifier,,DNA
2022-06-27 13:58:35,11.3min,e5a37e1972f94243a1a012d431d6bf46,Without PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.9952793910343495,0.9427105600684053,0.9003898314390819,0.9427105600684053,0.9427105600684053,1,1,0.946237843010959,1,1,GradientBoostingClassifier,,Kingdom
2022-06-27 13:58:02,33.2s,f7a97486e40e45898b52e17110423434,Without PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.9965251293286567,0.946985891406584,0.90808030893684,0.946985891406584,0.946985891406584,1,1,0.9512614375054248,1,1,HistGradientBoostingClassifier,,Kingdom
2022-06-27 13:57:57,4.0s,19dcf1157efc4176be2aa0ccf780bb4f,Without PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.99299734616048,0.9260367678495084,0.8678928970149528,0.9260367678495084,0.9260367678495084,0.9999998573595927,0.9998931167165456,0.9225098443631314,0.9998931167165456,0.9998931167165456,ExtraTreesClassifier,,Kingdom
2022-06-27 13:56:28,1.5min,d611de92618b4367b83d5a6823053222,Without PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.9021830924506684,0.7828131680205216,0.6430095719174947,0.7828131680205216,0.7828131680205216,0.9072524145019111,0.8110303548525011,0.7917918910770327,0.8110303548525011,0.8110303548525011,AdaBoostClassifier,,Kingdom
2022-06-27 13:56:02,26.6s,dd15eb24b43e45cca6e4e9caf178a5ea,Without PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.9952319068784913,0.9495510902094912,,0.9495510902094912,0.9495510902094912,0.9999137987400306,0.9955109020949123,,0.9955109020949123,0.9955109020949123,Sequential,,Kingdom
2022-06-27 13:55:09,52.7s,adeb3246765747518392f79a034792bc,Without PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.9955041277749729,0.9414279606669517,0.8961062610955544,0.9414279606669517,0.9414279606669517,1,1,0.942924221244638,1,1,XGBClassifier,,Kingdom
2022-06-27 13:54:57,11.6s,3e55d14fa366475cb1de2024c5b198d0,Without PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.9932672698665848,0.9243266353142369,0.8790131590988122,0.9243266353142369,0.9243266353142369,1,1,0.9250749176590972,1,1,BaggingClassifier,,Kingdom
2022-06-27 13:54:57,162ms,ff70cb3250c24bbebb0bb78f44478914,Without PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.8836888227571056,0.6404446344591705,0.6374466955837405,0.6404446344591705,0.6404446344591705,0.8803515068274702,0.6269773407439077,0.6250532189468587,0.6269773407439077,0.6269773407439077,GaussianNB,,Kingdom
2022-06-27 13:54:41,15.7s,fb3d9ab2ee0b4494b0aca90caeef0849,Without PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.9902900307543255,0.9380076955964087,0.8828602280422408,0.9380076955964087,0.9380076955964087,1,1,0.9366182328568753,1,1,KNeighborsClassifier,,Kingdom
2022-06-27 13:54:29,11.1s,df2dba89c060446a996d83dffb76c60a,Without PCA,LOCAL,/home/laad/Projects/IA/VirtualEnv_Embedding_3.9/lib/python3.8/site-packages/ipykernel_launcher.py,laad,FINISHED,0.9941604315872421,0.9328772979905943,0.8871355625102948,0.9328772979905943,0.9328772979905943,0.999999874877106,1,0.930739766202086,1,1,RandomForestClassifier,,Kingdom
